antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'AST=średni-dolny', 'White Blood Cells=niski', 'Heart Rate=średni-górny'})",frozenset({'Disease=Anemia'}),0.05019140791152701,0.26499361973628244,0.05019140791152701,1.0,3.773675762439807,1.0,0.03689100504939118,inf,0.7738468428123602,0.18940609951845905,1.0,0.5947030497592295
"frozenset({'ALT=średni-górny', 'Hemoglobin=niski', 'Mean Corpuscular Hemoglobin=średni-górny'})",frozenset({'Disease=Anemia'}),0.05104210974053594,0.26499361973628244,0.05104210974053594,1.0,3.773675762439807,1.0,0.037516276321414764,inf,0.7745405647691618,0.19261637239165327,1.0,0.5963081861958266
"frozenset({'Mean Corpuscular Hemoglobin Concentration=średni-dolny', 'ALT=średni-górny', 'Mean Corpuscular Hemoglobin=średni-górny'})",frozenset({'Disease=Anemia'}),0.05104210974053594,0.26499361973628244,0.05104210974053594,1.0,3.773675762439807,1.0,0.037516276321414764,inf,0.7745405647691618,0.19261637239165327,1.0,0.5963081861958266
"frozenset({'White Blood Cells=średni-dolny', 'ALT=wysoki', 'Diastolic Blood Pressure=średni-górny', 'Mean Corpuscular Hemoglobin Concentration=średni-dolny'})",frozenset({'Disease=Diabetes'}),0.05274351339855381,0.22968949383241175,0.05274351339855381,1.0,4.353703703703704,1.0,0.04062888250309696,inf,0.8132016165244724,0.22962962962962966,1.0,0.6148148148148148
"frozenset({'ALT=wysoki', 'Diastolic Blood Pressure=średni-górny', 'Mean Corpuscular Hemoglobin Concentration=średni-dolny'})","frozenset({'White Blood Cells=średni-dolny', 'Disease=Diabetes'})",0.05274351339855381,0.06720544449170565,0.05274351339855381,1.0,14.87974683544304,1.0,0.04919886213654977,inf,0.9847328244274809,0.7848101265822786,1.0,0.8924050632911393
"frozenset({'White Blood Cells=średni-dolny', 'Mean Corpuscular Hemoglobin Concentration=średni-dolny', 'Diastolic Blood Pressure=średni-górny'})","frozenset({'ALT=wysoki', 'Disease=Diabetes'})",0.05274351339855381,0.1118672905146746,0.05274351339855381,1.0,8.939163498098859,1.0,0.046843239462433156,inf,0.9375841939829367,0.47148288973384034,1.0,0.7357414448669202
"frozenset({'White Blood Cells=średni-dolny', 'ALT=wysoki', 'Mean Corpuscular Hemoglobin Concentration=średni-dolny'})","frozenset({'Disease=Diabetes', 'Diastolic Blood Pressure=średni-górny'})",0.05274351339855381,0.06635474266269673,0.05274351339855381,1.0,15.070512820512821,1.0,0.04924373113986627,inf,0.9856308935788055,0.7948717948717948,1.0,0.8974358974358974
"frozenset({'ALT=wysoki', 'Mean Corpuscular Hemoglobin Concentration=średni-dolny'})","frozenset({'White Blood Cells=średni-dolny', 'Disease=Diabetes', 'Diastolic Blood Pressure=średni-górny'})",0.05274351339855381,0.05274351339855381,0.05274351339855381,1.0,18.95967741935484,1.0,0.049961635192930384,inf,1.0,1.0,1.0,1.0
"frozenset({'C-reactive Protein=wysoki', 'AST=średni-górny', 'Red Blood Cells=średni-dolny'})",frozenset({'Disease=Thalasse'}),0.051892811569544874,0.21650361548277328,0.051892811569544874,1.0,4.618860510805502,1.0,0.04065783024717212,inf,0.8263795423956931,0.23968565815324167,1.0,0.6198428290766208
"frozenset({'Cholesterol=niski', 'AST=średni-górny', 'HDL Cholesterol=niski'})",frozenset({'Disease=Thalasse'}),0.05146746065504041,0.21650361548277328,0.05146746065504041,1.0,4.618860510805502,1.0,0.04032456934350678,inf,0.8260089686098656,0.23772102161100198,1.0,0.618860510805501
"frozenset({'Cholesterol=niski', 'Mean Corpuscular Hemoglobin Concentration=niski', 'AST=średni-górny'})",frozenset({'Disease=Thalasse'}),0.054870267971076137,0.21650361548277328,0.054870267971076137,1.0,4.618860510805502,1.0,0.042990656572829536,inf,0.828982898289829,0.25343811394891946,1.0,0.6267190569744597
"frozenset({'Hematocrit=niski', 'ALT=średni-górny', 'C-reactive Protein=średni-dolny'})","frozenset({'Disease=Anemia', 'Glucose=niski'})",0.05019140791152701,0.1169715014887282,0.05019140791152701,1.0,8.549090909090909,1.0,0.04432044356628246,inf,0.9296909986565159,0.4290909090909091,1.0,0.7145454545454546
"frozenset({'ALT=średni-górny', 'Glucose=niski', 'C-reactive Protein=średni-dolny'})","frozenset({'Hematocrit=niski', 'Disease=Anemia'})",0.05019140791152701,0.13994045087196938,0.05019140791152701,1.0,7.145896656534954,1.0,0.043167599658488987,inf,0.9055082848186297,0.3586626139817629,1.0,0.6793313069908815
"frozenset({'ALT=średni-górny', 'Heart Rate=wysoki', 'Glucose=niski', 'Mean Corpuscular Volume=średni-górny'})",frozenset({'Disease=Anemia'}),0.05019140791152701,0.26499361973628244,0.05019140791152701,1.0,3.773675762439807,1.0,0.03689100504939118,inf,0.7738468428123602,0.18940609951845905,1.0,0.5947030497592295
"frozenset({'ALT=wysoki', 'Insulin=średni-górny', 'Troponin=wysoki', 'HDL Cholesterol=niski'})",frozenset({'Disease=Diabetes'}),0.05359421522756274,0.22968949383241175,0.05359421522756274,1.0,4.353703703703704,1.0,0.04128418705959852,inf,0.8139325842696629,0.23333333333333336,1.0,0.6166666666666667
"frozenset({'Insulin=średni-górny', 'Troponin=wysoki', 'HDL Cholesterol=niski'})","frozenset({'ALT=wysoki', 'Disease=Diabetes'})",0.05359421522756274,0.1118672905146746,0.05359421522756274,1.0,8.939163498098859,1.0,0.04759877558279498,inf,0.9384269662921347,0.479087452471483,1.0,0.7395437262357415
"frozenset({'ALT=wysoki', 'Insulin=średni-górny', 'Troponin=wysoki'})","frozenset({'Disease=Diabetes', 'HDL Cholesterol=niski'})",0.05359421522756274,0.09527860484900043,0.05359421522756274,1.0,10.495535714285714,1.0,0.048487833172703505,inf,0.9559550561797752,0.5625000000000001,1.0,0.78125
"frozenset({'AST=wysoki', 'ALT=średni-górny', 'Glucose=niski', 'Cholesterol=średni-górny'})",frozenset({'Disease=Anemia'}),0.05359421522756274,0.26499361973628244,0.05359421522756274,1.0,3.773675762439807,1.0,0.0393920901374855,inf,0.776629213483146,0.20224719101123595,1.0,0.601123595505618
"frozenset({'AST=wysoki', 'Glucose=niski', 'Cholesterol=średni-górny'})","frozenset({'Disease=Anemia', 'ALT=średni-górny'})",0.05359421522756274,0.10761378136962994,0.05359421522756274,1.0,9.292490118577076,1.0,0.04782673906738691,inf,0.9429213483146066,0.49802371541501983,1.0,0.7490118577075099
"frozenset({'AST=średni-górny', 'BMI=średni-górny', 'Mean Corpuscular Volume=średni-dolny'})","frozenset({'White Blood Cells=średni-dolny', 'Disease=Thalasse'})",0.05529561888558061,0.08251807741386644,0.05529561888558061,1.0,12.11855670103093,1.0,0.05073273072573261,inf,0.9711841512832058,0.6701030927835052,1.0,0.8350515463917526
"frozenset({'Heart Rate=wysoki', 'Glucose=niski', 'Mean Corpuscular Volume=średni-górny'})","frozenset({'Disease=Anemia', 'ALT=średni-górny'})",0.05019140791152701,0.10761378136962994,0.05019140791152701,1.0,9.292490118577076,1.0,0.044790120713902024,inf,0.9395432154052844,0.466403162055336,1.0,0.733201581027668
"frozenset({'Heart Rate=wysoki', 'ALT=średni-górny', 'Mean Corpuscular Volume=średni-górny'})","frozenset({'Disease=Anemia', 'Glucose=niski'})",0.05019140791152701,0.1169715014887282,0.05019140791152701,1.0,8.549090909090909,1.0,0.04432044356628246,inf,0.9296909986565159,0.4290909090909091,1.0,0.7145454545454546
"frozenset({'Mean Corpuscular Hemoglobin Concentration=średni-dolny', 'ALT=średni-górny', 'Hemoglobin=niski', 'Mean Corpuscular Hemoglobin=średni-górny'})",frozenset({'Disease=Anemia'}),0.05104210974053594,0.26499361973628244,0.05104210974053594,1.0,3.773675762439807,1.0,0.037516276321414764,inf,0.7745405647691618,0.19261637239165327,1.0,0.5963081861958266
"frozenset({'ALT=średni-górny', 'Hemoglobin=niski', 'Mean Corpuscular Hemoglobin=średni-górny'})","frozenset({'Mean Corpuscular Hemoglobin Concentration=średni-dolny', 'Disease=Anemia'})",0.05104210974053594,0.09953211399404509,0.05104210974053594,1.0,10.047008547008547,1.0,0.045961780655344356,inf,0.9489018377409233,0.5128205128205129,1.0,0.7564102564102564
"frozenset({'Mean Corpuscular Hemoglobin Concentration=średni-dolny', 'ALT=średni-górny', 'Hemoglobin=niski'})","frozenset({'Disease=Anemia', 'Mean Corpuscular Hemoglobin=średni-górny'})",0.05104210974053594,0.06848149723521905,0.05104210974053594,1.0,14.60248447204969,1.0,0.04754666964345968,inf,0.9816225907664724,0.7453416149068323,1.0,0.8726708074534162
"frozenset({'AST=wysoki', 'ALT=średni-górny', 'Cholesterol=średni-górny'})","frozenset({'Disease=Anemia', 'Glucose=niski'})",0.05359421522756274,0.1169715014887282,0.05359421522756274,1.0,8.549090909090909,1.0,0.04732521940128467,inf,0.9330337078651685,0.4581818181818182,1.0,0.7290909090909091
"frozenset({'ALT=średni-górny', 'Hematocrit=niski', 'Glucose=niski', 'C-reactive Protein=średni-dolny'})",frozenset({'Disease=Anemia'}),0.05019140791152701,0.26499361973628244,0.05019140791152701,1.0,3.773675762439807,1.0,0.03689100504939118,inf,0.7738468428123602,0.18940609951845905,1.0,0.5947030497592295
"frozenset({'Red Blood Cells=średni-górny', 'AST=średni-górny', 'Mean Corpuscular Volume=średni-górny'})",frozenset({'Disease=Healthy'}),0.05444491705657167,0.2364951084644832,0.05444491705657167,1.0,4.2284172661870505,1.0,0.041568960491937965,inf,0.8074673864147549,0.23021582733812945,1.0,0.6151079136690647
"frozenset({'AST=średni-górny', 'HDL Cholesterol=niski', 'Hemoglobin=wysoki'})",frozenset({'Disease=Thalasse'}),0.051892811569544874,0.21650361548277328,0.051892811569544874,1.0,4.618860510805502,1.0,0.04065783024717212,inf,0.8263795423956931,0.23968565815324167,1.0,0.6198428290766208
"frozenset({'Mean Corpuscular Hemoglobin=wysoki', 'AST=średni-górny', 'HDL Cholesterol=niski'})",frozenset({'Disease=Thalasse'}),0.05146746065504041,0.21650361548277328,0.05146746065504041,1.0,4.618860510805502,1.0,0.04032456934350678,inf,0.8260089686098656,0.23772102161100198,1.0,0.618860510805501
"frozenset({'Mean Corpuscular Hemoglobin=wysoki', 'Cholesterol=niski', 'AST=średni-górny'})",frozenset({'Disease=Thalasse'}),0.07103360272224585,0.21650361548277328,0.07103360272224585,1.0,4.618860510805502,1.0,0.05565457091211266,inf,0.8434065934065934,0.32809430255402755,1.0,0.6640471512770137
"frozenset({'Mean Corpuscular Hemoglobin=wysoki', 'AST=średni-górny'})","frozenset({'Cholesterol=niski', 'Disease=Thalasse'})",0.07103360272224585,0.07103360272224585,0.07103360272224585,1.0,14.077844311377246,1.0,0.065987830006544,inf,1.0,1.0,1.0,1.0
"frozenset({'Cholesterol=niski', 'AST=średni-górny', 'Red Blood Cells=średni-dolny'})",frozenset({'Disease=Thalasse'}),0.051892811569544874,0.21650361548277328,0.051892811569544874,1.0,4.618860510805502,1.0,0.04065783024717212,inf,0.8263795423956931,0.23968565815324167,1.0,0.6198428290766208
"frozenset({'Diastolic Blood Pressure=wysoki', 'AST=średni-górny', 'Mean Corpuscular Hemoglobin=wysoki'})",frozenset({'Disease=Thalasse'}),0.054870267971076137,0.21650361548277328,0.054870267971076137,1.0,4.618860510805502,1.0,0.042990656572829536,inf,0.828982898289829,0.25343811394891946,1.0,0.6267190569744597
"frozenset({'Creatinine=średni-dolny', 'ALT=niski', 'LDL Cholesterol=średni-górny', 'Triglycerides=średni-górny'})",frozenset({'Disease=Anemia'}),0.05869842620161633,0.26499361973628244,0.05869842620161633,1.0,3.773675762439807,1.0,0.04314371776962698,inf,0.780840488025305,0.22150882825040127,1.0,0.6107544141252006
"frozenset({'Mean Corpuscular Hemoglobin=wysoki', 'Systolic Blood Pressure=wysoki', 'Heart Rate=średni-górny'})","frozenset({'ALT=niski', 'Disease=Anemia'})",0.05572096980008507,0.09612930667800935,0.05572096980008507,1.0,10.402654867256638,1.0,0.050364551605776596,inf,0.9572072072072073,0.579646017699115,1.0,0.7898230088495575
"frozenset({'ALT=niski', 'LDL Cholesterol=średni-górny', 'Systolic Blood Pressure=wysoki', 'Heart Rate=średni-górny'})",frozenset({'Disease=Anemia'}),0.05572096980008507,0.26499361973628244,0.05572096980008507,1.0,3.773675762439807,1.0,0.04095526831754445,inf,0.7783783783783784,0.2102728731942215,1.0,0.6051364365971108
"frozenset({'BMI=niski', 'Glucose=niski', 'C-reactive Protein=średni-dolny'})",frozenset({'Disease=Anemia'}),0.05104210974053594,0.26499361973628244,0.05104210974053594,1.0,3.773675762439807,1.0,0.037516276321414764,inf,0.7745405647691618,0.19261637239165327,1.0,0.5963081861958266
"frozenset({'Mean Corpuscular Hemoglobin Concentration=średni-dolny', 'BMI=niski', 'C-reactive Protein=średni-dolny'})",frozenset({'Disease=Anemia'}),0.05019140791152701,0.26499361973628244,0.05019140791152701,1.0,3.773675762439807,1.0,0.03689100504939118,inf,0.7738468428123602,0.18940609951845905,1.0,0.5947030497592295
"frozenset({'Hematocrit=niski', 'BMI=niski', 'Glucose=niski'})",frozenset({'Disease=Anemia'}),0.05444491705657167,0.26499361973628244,0.05444491705657167,1.0,3.773675762439807,1.0,0.04001736140950908,inf,0.7773279352226722,0.20545746388443017,1.0,0.6027287319422151
"frozenset({'Heart Rate=średni-dolny', 'AST=średni-górny', 'Mean Corpuscular Hemoglobin=wysoki'})",frozenset({'Disease=Thalasse'}),0.054870267971076137,0.21650361548277328,0.054870267971076137,1.0,4.618860510805502,1.0,0.042990656572829536,inf,0.828982898289829,0.25343811394891946,1.0,0.6267190569744597
"frozenset({'Mean Corpuscular Hemoglobin=wysoki', 'AST=średni-górny', 'Mean Corpuscular Hemoglobin Concentration=niski'})",frozenset({'Disease=Thalasse'}),0.054870267971076137,0.21650361548277328,0.054870267971076137,1.0,4.618860510805502,1.0,0.042990656572829536,inf,0.828982898289829,0.25343811394891946,1.0,0.6267190569744597
"frozenset({'Mean Corpuscular Hemoglobin=wysoki', 'AST=średni-górny', 'Red Blood Cells=średni-dolny'})",frozenset({'Disease=Thalasse'}),0.051892811569544874,0.21650361548277328,0.051892811569544874,1.0,4.618860510805502,1.0,0.04065783024717212,inf,0.8263795423956931,0.23968565815324167,1.0,0.6198428290766208
"frozenset({'Insulin=średni-górny', 'Diastolic Blood Pressure=średni-górny', 'HDL Cholesterol=niski'})","frozenset({'ALT=wysoki', 'Disease=Diabetes'})",0.051892811569544874,0.1118672905146746,0.051892811569544874,1.0,8.939163498098859,1.0,0.04608770334207133,inf,0.936742934051144,0.4638783269961977,1.0,0.7319391634980988
"frozenset({'Mean Corpuscular Hemoglobin=wysoki', 'ALT=niski', 'LDL Cholesterol=średni-górny', 'Systolic Blood Pressure=wysoki'})",frozenset({'Disease=Anemia'}),0.05572096980008507,0.26499361973628244,0.05572096980008507,1.0,3.773675762439807,1.0,0.04095526831754445,inf,0.7783783783783784,0.2102728731942215,1.0,0.6051364365971108
"frozenset({'Mean Corpuscular Hemoglobin=wysoki', 'LDL Cholesterol=średni-górny', 'Systolic Blood Pressure=wysoki'})","frozenset({'ALT=niski', 'Disease=Anemia'})",0.05572096980008507,0.09612930667800935,0.05572096980008507,1.0,10.402654867256638,1.0,0.050364551605776596,inf,0.9572072072072073,0.579646017699115,1.0,0.7898230088495575
"frozenset({'Mean Corpuscular Hemoglobin=wysoki', 'ALT=niski', 'Systolic Blood Pressure=wysoki'})","frozenset({'LDL Cholesterol=średni-górny', 'Disease=Anemia'})",0.05572096980008507,0.07528711186729052,0.05572096980008507,1.0,13.282485875706213,1.0,0.05152589891339215,inf,0.9792792792792793,0.7401129943502823,1.0,0.8700564971751412
"frozenset({'Creatinine=wysoki', 'ALT=wysoki', 'Troponin=wysoki', 'HDL Cholesterol=niski'})",frozenset({'Disease=Diabetes'}),0.05316886431305827,0.22968949383241175,0.05316886431305827,1.0,4.353703703703704,1.0,0.04095653478134774,inf,0.8135669362084457,0.23148148148148148,1.0,0.6157407407407407
"frozenset({'LDL Cholesterol=średni-górny', 'Systolic Blood Pressure=wysoki', 'Heart Rate=średni-górny'})","frozenset({'ALT=niski', 'Disease=Anemia'})",0.05572096980008507,0.09612930667800935,0.05572096980008507,1.0,10.402654867256638,1.0,0.050364551605776596,inf,0.9572072072072073,0.579646017699115,1.0,0.7898230088495575
"frozenset({'Mean Corpuscular Hemoglobin=wysoki', 'ALT=niski', 'Systolic Blood Pressure=wysoki', 'Heart Rate=średni-górny'})",frozenset({'Disease=Anemia'}),0.05572096980008507,0.26499361973628244,0.05572096980008507,1.0,3.773675762439807,1.0,0.04095526831754445,inf,0.7783783783783784,0.2102728731942215,1.0,0.6051364365971108
"frozenset({'Mean Corpuscular Hemoglobin=wysoki', 'ALT=niski', 'Systolic Blood Pressure=wysoki'})","frozenset({'Disease=Anemia', 'Heart Rate=średni-górny'})",0.05572096980008507,0.1305827307528711,0.05572096980008507,1.0,7.657980456026059,1.0,0.0484447734033917,inf,0.9207207207207208,0.42671009771986973,1.0,0.7133550488599348
"frozenset({'AST=wysoki', 'Glucose=niski', 'Cholesterol=średni-górny'})",frozenset({'Disease=Anemia'}),0.05359421522756274,0.26499361973628244,0.05359421522756274,1.0,3.773675762439807,1.0,0.0393920901374855,inf,0.776629213483146,0.20224719101123595,1.0,0.601123595505618
"frozenset({'AST=wysoki', 'Creatinine=średni-dolny', 'Heart Rate=średni-górny'})",frozenset({'Disease=Anemia'}),0.051892811569544874,0.26499361973628244,0.051892811569544874,1.0,3.773675762439807,1.0,0.03814154759343834,inf,0.7752355316285329,0.1958266452648475,1.0,0.5979133226324238
"frozenset({'ALT=wysoki', 'Creatinine=wysoki', 'HDL Cholesterol=niski'})","frozenset({'Disease=Diabetes', 'Troponin=wysoki'})",0.05316886431305827,0.11994895789025946,0.05316886431305827,1.0,8.336879432624114,1.0,0.046791314446498325,inf,0.9294699011680144,0.4432624113475177,1.0,0.7216312056737588
"frozenset({'Creatinine=wysoki', 'Troponin=wysoki', 'HDL Cholesterol=niski'})","frozenset({'ALT=wysoki', 'Disease=Diabetes'})",0.05316886431305827,0.1118672905146746,0.05316886431305827,1.0,8.939163498098859,1.0,0.047221007522614065,inf,0.9380053908355795,0.4752851711026616,1.0,0.7376425855513308
"frozenset({'Creatinine=wysoki', 'ALT=wysoki', 'Troponin=wysoki'})","frozenset({'Disease=Diabetes', 'HDL Cholesterol=niski'})",0.05316886431305827,0.09527860484900043,0.05316886431305827,1.0,10.495535714285714,1.0,0.04810300909990427,inf,0.9555256064690026,0.5580357142857142,1.0,0.7790178571428571
"frozenset({'ALT=wysoki', 'Creatinine=wysoki'})","frozenset({'Disease=Diabetes', 'Troponin=wysoki', 'HDL Cholesterol=niski'})",0.05316886431305827,0.08209272649936197,0.05316886431305827,1.0,12.181347150259068,1.0,0.04880408727672469,inf,0.9694519317160826,0.6476683937823835,1.0,0.8238341968911918
"frozenset({'ALT=wysoki', 'Insulin=średni-górny', 'Diastolic Blood Pressure=średni-górny', 'HDL Cholesterol=niski'})",frozenset({'Disease=Diabetes'}),0.051892811569544874,0.22968949383241175,0.051892811569544874,1.0,4.353703703703704,1.0,0.039973577946595396,inf,0.8124719605204128,0.22592592592592592,1.0,0.6129629629629629
"frozenset({'ALT=wysoki', 'Diastolic Blood Pressure=średni-górny', 'HDL Cholesterol=niski'})","frozenset({'Insulin=średni-górny', 'Disease=Diabetes'})",0.051892811569544874,0.09655465759251382,0.051892811569544874,1.0,10.3568281938326,1.0,0.04688231891693463,inf,0.9528936742934051,0.5374449339207048,1.0,0.7687224669603525
"frozenset({'Platelets=średni-górny', 'BMI=niski', 'Red Blood Cells=niski'})",frozenset({'Disease=Anemia'}),0.05827307528711187,0.26499361973628244,0.05827307528711187,1.0,3.773675762439807,1.0,0.04283108213361519,inf,0.7804878048780488,0.21990369181380418,1.0,0.6099518459069021
"frozenset({'C-reactive Protein=wysoki', 'Cholesterol=niski', 'Mean Corpuscular Hemoglobin=wysoki'})",frozenset({'Disease=Thalasse'}),0.051892811569544874,0.21650361548277328,0.051892811569544874,1.0,4.618860510805502,1.0,0.04065783024717212,inf,0.8263795423956931,0.23968565815324167,1.0,0.6198428290766208
"frozenset({'C-reactive Protein=wysoki', 'Cholesterol=niski', 'Red Blood Cells=średni-dolny'})",frozenset({'Disease=Thalasse'}),0.051892811569544874,0.21650361548277328,0.051892811569544874,1.0,4.618860510805502,1.0,0.04065783024717212,inf,0.8263795423956931,0.23968565815324167,1.0,0.6198428290766208
"frozenset({'C-reactive Protein=wysoki', 'Red Blood Cells=średni-dolny', 'Mean Corpuscular Hemoglobin=wysoki'})",frozenset({'Disease=Thalasse'}),0.06465333900467886,0.21650361548277328,0.06465333900467886,1.0,4.618860510805502,1.0,0.05065565735713248,inf,0.8376534788540245,0.2986247544204322,1.0,0.6493123772102161
"frozenset({'Hematocrit=niski', 'Systolic Blood Pressure=średni-górny', 'BMI=niski'})",frozenset({'Disease=Anemia'}),0.05614632071458953,0.26499361973628244,0.05614632071458953,1.0,3.773675762439807,1.0,0.041267903953556236,inf,0.7787291572780531,0.2118780096308186,1.0,0.6059390048154093
"frozenset({'Platelets=średni-górny', 'BMI=niski', 'Hemoglobin=niski'})",frozenset({'Disease=Anemia'}),0.05827307528711187,0.26499361973628244,0.05827307528711187,1.0,3.773675762439807,1.0,0.04283108213361519,inf,0.7804878048780488,0.21990369181380418,1.0,0.6099518459069021
"frozenset({'BMI=niski', 'Hemoglobin=niski'})","frozenset({'Platelets=średni-górny', 'Disease=Anemia'})",0.05827307528711187,0.06933219906422798,0.05827307528711187,1.0,14.423312883435583,1.0,0.054232874831221085,inf,0.9882565492321591,0.8404907975460125,1.0,0.9202453987730062
"frozenset({'BMI=niski', 'Red Blood Cells=niski', 'Hemoglobin=niski'})",frozenset({'Disease=Anemia'}),0.05827307528711187,0.26499361973628244,0.05827307528711187,1.0,3.773675762439807,1.0,0.04283108213361519,inf,0.7804878048780488,0.21990369181380418,1.0,0.6099518459069021
"frozenset({'C-reactive Protein=wysoki', 'Mean Corpuscular Hemoglobin=wysoki'})","frozenset({'Red Blood Cells=średni-dolny', 'Disease=Thalasse'})",0.06465333900467886,0.09570395576350489,0.06465333900467886,1.0,10.448888888888888,1.0,0.05846575870861219,inf,0.9668030923146884,0.6755555555555556,1.0,0.8377777777777777
"frozenset({'Hematocrit=niski', 'Cholesterol=średni-górny', 'C-reactive Protein=średni-dolny'})",frozenset({'Disease=Anemia'}),0.0540195661420672,0.26499361973628244,0.0540195661420672,1.0,3.773675762439807,1.0,0.03970472577349729,inf,0.776978417266187,0.20385232744783305,1.0,0.6019261637239165
"frozenset({'Triglycerides=średni-dolny', 'Cholesterol=średni-górny', 'C-reactive Protein=średni-dolny'})",frozenset({'Disease=Anemia'}),0.0540195661420672,0.26499361973628244,0.0540195661420672,1.0,3.773675762439807,1.0,0.03970472577349729,inf,0.776978417266187,0.20385232744783305,1.0,0.6019261637239165
"frozenset({'Hematocrit=niski', 'Triglycerides=średni-dolny', 'C-reactive Protein=średni-dolny'})",frozenset({'Disease=Anemia'}),0.0540195661420672,0.26499361973628244,0.0540195661420672,1.0,3.773675762439807,1.0,0.03970472577349729,inf,0.776978417266187,0.20385232744783305,1.0,0.6019261637239165
"frozenset({'Hematocrit=niski', 'C-reactive Protein=średni-dolny', 'Troponin=niski'})",frozenset({'Disease=Anemia'}),0.05274351339855381,0.26499361973628244,0.05274351339855381,1.0,3.773675762439807,1.0,0.03876681886546192,inf,0.7759317467444993,0.19903691813804172,1.0,0.5995184590690209
"frozenset({'Hematocrit=niski', 'Troponin=niski'})","frozenset({'Disease=Anemia', 'C-reactive Protein=średni-dolny'})",0.05274351339855381,0.11271799234368354,0.05274351339855381,1.0,8.871698113207547,1.0,0.046798370459116646,inf,0.936686124831612,0.46792452830188686,1.0,0.7339622641509433
"frozenset({'BMI=niski', 'Red Blood Cells=niski', 'LDL Cholesterol=niski'})",frozenset({'Disease=Anemia'}),0.05529561888558061,0.26499361973628244,0.05529561888558061,1.0,3.773675762439807,1.0,0.04064263268153266,inf,0.7780279153534444,0.2086677367576244,1.0,0.6043338683788122
"frozenset({'Mean Corpuscular Hemoglobin Concentration=średni-dolny', 'BMI=niski', 'Red Blood Cells=niski'})",frozenset({'Disease=Anemia'}),0.05019140791152701,0.26499361973628244,0.05019140791152701,1.0,3.773675762439807,1.0,0.03689100504939118,inf,0.7738468428123602,0.18940609951845905,1.0,0.5947030497592295
"frozenset({'Mean Corpuscular Hemoglobin=wysoki', 'Mean Corpuscular Hemoglobin Concentration=niski', 'Glucose=średni-górny'})",frozenset({'Disease=Thalasse'}),0.054870267971076137,0.21650361548277328,0.054870267971076137,1.0,4.618860510805502,1.0,0.042990656572829536,inf,0.828982898289829,0.25343811394891946,1.0,0.6267190569744597
"frozenset({'Mean Corpuscular Hemoglobin=wysoki', 'Mean Corpuscular Hemoglobin Concentration=niski', 'HDL Cholesterol=niski'})",frozenset({'Disease=Thalasse'}),0.051892811569544874,0.21650361548277328,0.051892811569544874,1.0,4.618860510805502,1.0,0.04065783024717212,inf,0.8263795423956931,0.23968565815324167,1.0,0.6198428290766208
"frozenset({'Mean Corpuscular Hemoglobin Concentration=niski', 'HDL Cholesterol=niski'})","frozenset({'Mean Corpuscular Hemoglobin=wysoki', 'Disease=Thalasse'})",0.051892811569544874,0.16163334751169714,0.051892811569544874,1.0,6.186842105263159,1.0,0.04350520272376561,inf,0.8842530282637954,0.32105263157894737,1.0,0.6605263157894736
"frozenset({'LDL Cholesterol=średni-dolny', 'Triglycerides=niski', 'Mean Corpuscular Hemoglobin=wysoki'})",frozenset({'Disease=Thalasse'}),0.05019140791152701,0.21650361548277328,0.05019140791152701,1.0,4.618860510805502,1.0,0.03932478663251074,inf,0.8248992386923422,0.2318271119842829,1.0,0.6159135559921415
"frozenset({'Mean Corpuscular Volume=wysoki', 'Triglycerides=niski', 'Troponin=wysoki'})",frozenset({'Disease=Diabetes'}),0.05529561888558061,0.22968949383241175,0.05529561888558061,1.0,4.353703703703704,1.0,0.042594796172601646,inf,0.8153984691580368,0.24074074074074073,1.0,0.6203703703703703
"frozenset({'Red Blood Cells=wysoki', 'Heart Rate=niski', 'Troponin=wysoki'})",frozenset({'Disease=Healthy'}),0.052318162484049344,0.2364951084644832,0.052318162484049344,1.0,4.2284172661870505,1.0,0.03994517297272164,inf,0.8056552962298026,0.22122302158273385,1.0,0.6106115107913669
"frozenset({'Hemoglobin=średni-górny', 'Troponin=niski', 'Mean Corpuscular Hemoglobin=średni-górny'})",frozenset({'Disease=Healthy'}),0.05316886431305827,0.2364951084644832,0.05316886431305827,1.0,4.2284172661870505,1.0,0.04059468798040816,inf,0.8063791554357591,0.22482014388489208,1.0,0.612410071942446
"frozenset({'Hemoglobin=średni-górny', 'Mean Corpuscular Hemoglobin=średni-górny'})","frozenset({'Disease=Healthy', 'Troponin=niski'})",0.05316886431305827,0.0969800085070183,0.05316886431305827,1.0,10.31140350877193,1.0,0.04801254739966938,inf,0.9537286612758311,0.5482456140350878,1.0,0.7741228070175439
"frozenset({'Creatinine=średni-dolny', 'ALT=niski', 'LDL Cholesterol=średni-górny'})","frozenset({'Triglycerides=średni-górny', 'Disease=Anemia'})",0.05869842620161633,0.08719693747341557,0.05869842620161633,1.0,11.468292682926828,1.0,0.0535801032023261,inf,0.9697243560777227,0.6731707317073169,1.0,0.8365853658536585
"frozenset({'Creatinine=średni-dolny', 'LDL Cholesterol=średni-górny', 'Triglycerides=średni-górny'})","frozenset({'ALT=niski', 'Disease=Anemia'})",0.05869842620161633,0.09612930667800935,0.05869842620161633,1.0,10.402654867256638,1.0,0.05305578718776466,inf,0.9602349751468595,0.6106194690265486,1.0,0.8053097345132744
